No.,ID,Name,Link,Img
14,KH14,Thịt Lợn Kho Trứng Cút,https://www.cooky.vn/cong-thuc/thit-lon-kho-trung-cut-3944 ,https://image.cooky.vn/recipe/g1/3944/s640/recipe3944-635912160783039590.jpg
15,KH15,Bò Kho Cà Rốt,https://www.cooky.vn/cong-thuc/bo-kho-ca-rot-4120 ,https://image.cooky.vn/recipe/g1/4120/s640/recipe4120-635615215104378974.jpg
16,KH16,Bánh Mì Bò Kho,https://www.cooky.vn/cong-thuc/banh-mi-bo-kho-8122 ,https://image.cooky.vn/recipe/g1/8122/s640/recipe8122-635722094482196975.jpg
17,KH17,Bắp Bò Kho Mật Mía,https://www.cooky.vn/cong-thuc/bap-bo-kho-mat-mia-cooky-45351 ,https://image.cooky.vn/recipe/g5/45351/s640/recipe45351-cook-step5-636836697451574382.JPG
18,KH18,Bắp Bò Kho Mật Mía,https://www.cooky.vn/cong-thuc/bap-bo-kho-mat-mia-chinsuvn-45385 ,https://image.cooky.vn/recipe/g5/45385/s640/recipe45385-cook-step3-636843525312922413.jpg
19,KH19,Bắp Bò Kho Gừng Sả,https://www.cooky.vn/cong-thuc/bap-bo-kho-gung-sa-2940 ,https://image.cooky.vn/recipe/g1/2940/s640/recipe2940-635677372843823765.jpg
20,KH20,Gà Kho Me,https://www.cooky.vn/cong-thuc/ga-kho-me-42529 ,https://image.cooky.vn/recipe/g5/42529/s640/recipe42529-cook-step4-636784160587371302.JPG
21,KH21,Thịt Gà Kho Trứng Cút,https://www.cooky.vn/cong-thuc/thit-ga-kho-trung-cut-10186 ,https://image.cooky.vn/recipe/g2/10186/s640/recipe10186-636398566518216153.jpg
22,KH22,Thịt Gà Kho Gừng,https://www.cooky.vn/cong-thuc/thit-ga-kho-gung-3388 ,https://image.cooky.vn/recipe/g1/3388/s640/recipe3388-635700726165260699.jpg
23,KH23,Thịt Gà Kho Măng,https://www.cooky.vn/cong-thuc/thit-ga-kho-mang-6626 ,https://image.cooky.vn/recipe/g1/6626/s640/recipe6626-635628785964495433.jpg
24,KH24,Đùi Gà Rô Ti,https://www.cooky.vn/cong-thuc/dui-ga-ro-ti-8136 ,https://image.cooky.vn/recipe/g1/8136/s640/recipe8136-635766137137078824.jpg
25,KH25,Gà Rô Ti,https://www.cooky.vn/cong-thuc/ga-ro-ti-barona-44203 ,https://image.cooky.vn/recipe/g5/44203/s640/recipe44203-cook-step4-636824757216343988.jpg
26,KH26,Gà Rô Ti,https://www.cooky.vn/cong-thuc/ga-ro-ti-19995 ,https://image.cooky.vn/recipe/g2/19995/s640/recipe19995-prepare-step4-636304637767472449.jpg
27,KH27,Cánh Gà Kho Coca-Cola,https://www.cooky.vn/cong-thuc/canh-ga-kho-coca-cola-13337 ,https://image.cooky.vn/recipe/g2/13337/s640/recipe13337-635755915573854999.jpg
28,KH28,Cánh Gà Rim Coca,https://www.cooky.vn/cong-thuc/canh-ga-rim-coca-1684 ,https://image.cooky.vn/recipe/g1/1684/s640/recipe1684-635693687562274795.jpg
29,KH29,Cánh Gà Sốt Me Chua Ngọt,https://www.cooky.vn/cong-thuc/canh-ga-sot-me-chua-ngot-43636 ,https://image.cooky.vn/recipe/g5/43636/s640/cooky-recipe-cover-r43636.JPG
